unique_id,id,date,year,season,site,species,sex,mass,svl,cort_bl,cort_ps,cort_react,bka_bl,bka_ps,bka_react,test,old_bodycon,mean_temp
174,756,4/28/13,2013,Spring,CM,ELE,male,57,475,17.532,57.751,40.219,11.85578369,34.27843521,22.42265152,14.724,15.81542294,13.42592593
175,758,4/29/13,2013,Spring,CM,ELE,male,105,566,42.741,71.481,28.74,26.54648641,55.54129441,28.994808,14,66.20505353,13.33333333
176,759,4/29/13,2013,Spring,CM,ELE,male,102,516,57.026,70.742,13.716,25.00009665,100,74.99990335,7.999,18.74320162,13.33333333
177,760,4/29/13,2013,Spring,CM,ELE,male,84,530,33.089,56.084,22.995,50.1289303,NA,NA,19.491,47.97209015,13.33333333
178,772,4/29/13,2013,Spring,CM,ELE,male,83,530,NA,NA,NA,100,NA,NA,NA,48.81813951,13.33333333
179,7521,4/28/13,2013,Spring,CM,ELE,male,109,592,20.912,44.428,23.516,13.78877089,100,86.21122911,11.2,88.82085608,13.42592593
180,525,10/7/14,2014,Fall,RP,ELE,female,95,550,17.946,31.355,13.409,11.940991,9.41600149,-2.52498951,63.815,58.66554716,14.44444444
181,565,10/8/14,2014,Fall,RP,ELE,female,109,579,42.995,NA,NA,5.312893543,13.20348575,7.890592207,50.117,75.82085608,14.81481482
182,897,10/7/14,2014,Fall,RP,ELE,male,61,471,14.467,31.455,16.988,12.88786206,14.78160419,1.89374213,97.624,8.431225491,14.44444444
183,917,10/9/14,2014,Fall,AD,ELE,male,61,482,20.563,30.392,9.829,100,NA,NA,NA,19.43122549,15
184,930,10/8/14,2014,Fall,RP,ELE,male,43,400,85.948,85.948,0,NA,NA,NA,NA,-47.33988598,14.81481482
185,950,10/7/14,2014,Fall,RP,ELE,male,65,470,17.282,25.054,7.772,3.103527726,5.312893543,2.209365817,59.582,4.04702804,14.44444444
186,951,10/7/14,2014,Fall,RP,ELE,female,63,451,36.683,104.202,67.519,12.25661468,10.04724887,-2.20936581,1.177,-13.26087323,14.44444444
187,952,10/7/14,2014,Fall,RP,ELE,female,29,356,107.221,40.189,-67.032,0,13.83473312,13.83473312,NA,-79.4951949,14.44444444
188,953,10/7/14,2014,Fall,RP,ELE,female,42,423,NA,15.806,NA,NA,NA,NA,2.644,-23.49383662,14.44444444
189,954,10/8/14,2014,Fall,RP,ELE,male,54,457,NA,NA,NA,11.940991,4.997269855,-6.943721145,NA,0.35357103,14.81481482
190,955,10/8/14,2014,Fall,RP,ELE,male,36,385,NA,NA,NA,17.30659369,13.51910944,-3.78748425,NA,-56.41754044,14.81481482
191,956,10/8/14,2014,Fall,RP,ELE,male,19,341,NA,NA,NA,9.731625178,15.41285157,5.681226392,NA,-86.03470127,14.81481482
192,957,10/8/14,2014,Fall,RP,ELE,male,36,403,NA,NA,NA,5.94414092,13.20348575,7.25934483,NA,-38.41754044,14.81481482
193,958,10/8/14,2014,Fall,RP,ELE,male,51,441,139.965,24.242,-115.723,NA,NA,NA,NA,-13.10828088,14.81481482
194,959,10/8/14,2014,Fall,RP,ELE,male,29,365,16.854,NA,NA,NA,NA,NA,86.161,-70.4951949,14.81481482
195,960,10/8/14,2014,Fall,RP,ELE,female,45,415,NA,NA,NA,NA,NA,NA,NA,-34.03198471,14.81481482
196,962,10/8/14,2014,Fall,RP,ELE,female,30,336,0.686,2.558,1.872,8.153506737,10.36287255,2.209365813,NA,-100.3412443,14.81481482
197,963,10/8/14,2014,Fall,RP,ELE,male,70,495,NA,NA,NA,10.04724887,7.206635672,-2.840613198,NA,24.81678123,14.81481482
198,964,10/8/14,2014,Fall,RP,ELE,male,51,441,27.791,28.806,1.015,NA,NA,NA,NA,-13.10828088,14.81481482
199,968,10/8/14,2014,Fall,RP,ELE,female,37,369,7.789,14.998,7.209,10.67849624,18.25346476,7.57496852,17.389,-73.2635898,14.81481482
200,969,10/8/14,2014,Fall,RP,ELE,male,49,411,14.467,48.113,33.646,1.841032973,5.628517231,3.787484258,5.029,-41.41618216,14.81481482
201,970,10/8/14,2014,Fall,RP,ELE,male,101,549,13.197,41.113,27.916,17.30659369,11.53070252,-5.77589117,7.578,52.58925098,14.81481482
202,971,10/8/14,2014,Fall,RP,ELE,female,100,566,NA,NA,NA,4.681646167,30.51027499,25.82862882,73.948,70.43530034,14.81481482
203,972,10/8/14,2014,Fall,RP,ELE,male,69,471,10.651,NA,NA,8.153506737,17.93784107,9.784334333,40.749,1.662830589,14.81481482
204,973,10/8/14,2014,Fall,RP,ELE,male,34,379,50.392,NA,NA,8.469481154,9.100377802,0.630896648,26.806,-60.72544172,14.81481482
205,974,10/8/14,2014,Fall,RP,ELE,male,72,489,74.197,NA,NA,17.62221738,4.997269855,-12.62494753,NA,17.1246825,14.81481482
206,975,10/9/14,2014,Fall,AD,ELE,male,76,497,13.719,NA,NA,7.551114744,NA,NA,26.041,21.74048505,15
207,980,10/9/14,2014,Fall,AD,ELE,female,119,586,191.303,NA,NA,100,NA,NA,0.427,74.36036245,15
208,981,10/9/14,2014,Fall,AD,ELE,female,34,391,NA,NA,NA,29.30029385,NA,NA,NA,-48.72544172,15
209,982,10/9/14,2014,Fall,AD,ELE,female,100,520,NA,NA,NA,20.14720689,NA,NA,NA,24.43530034,15
210,984,10/9/14,2014,Fall,AD,ELE,male,43,427,31.02,NA,NA,11.62536731,NA,NA,23.493,-20.33988598,15
211,985,10/9/14,2014,Fall,AD,ELE,female,76,527,5.783,22.89,17.107,10.61233611,NA,NA,NA,51.74048505,15
212,989,10/10/14,2014,Fall,CM,ELE,female,54,464,14.631,17.386,2.755,0,18.25346476,18.25346476,26.895,7.35357103,13.61111111
213,990,10/10/14,2014,Fall,CM,ELE,male,44,419,23.951,NA,NA,4.796015514,7.522259361,2.726243847,NA,-29.18593534,13.61111111
214,991,10/10/14,2014,Fall,CM,ELE,male,51,440,4.508,90.088,85.58,11.22458038,16.35972263,5.13514225,NA,-14.10828088,13.61111111
215,992,10/10/14,2014,Fall,CM,ELE,male,54,465,4.927,23.827,18.9,10.61233611,10.04724887,-0.56508724,NA,8.35357103,13.61111111
216,993,10/10/14,2014,Fall,CM,ELE,male,65,465,4.774,66.203,61.429,8.469130425,3.734775102,-4.734355323,0.24,-0.95297196,13.61111111
217,995,10/10/14,2014,Fall,CM,ELE,female,55,438,136.722,191.287,54.565,7.522259361,16.04409894,8.521839579,NA,-19.49247833,13.61111111
218,997,10/10/14,2014,Fall,CM,ELE,female,43,432,0,56.575,56.575,12.25661468,12.88786206,0.63124738,NA,-15.33988598,13.61111111
219,998,10/10/14,2014,Fall,CM,ELE,female,63,495,70.017,198.301,128.284,4.366022479,18.56908845,14.20306597,0.163,30.73912677,13.61111111
220,999,10/14/14,2014,Fall,AD,ELE,female,96,590,124.895,147.622,22.727,17.95926739,14.78160419,-3.1776632,9.02,97.8194978,8.518518517
221,1001,10/14/14,2014,Fall,AD,ELE,female,44,413,133.45,133.45,0,16.67534632,12.88786206,-3.78748426,1.079,-35.18593534,8.518518517
222,1002,10/14/14,2014,Fall,AD,ELE,male,53,464,NA,34.455,NA,15.5102903,11.940991,-3.5692993,97.819,8.199620393,8.518518517
223,1003,10/14/14,2014,Fall,AD,ELE,male,49,461,66.93,42.995,-23.935,5.628517231,8.163359017,2.534841786,8.04,8.583817844,8.518518517
224,1007,10/14/14,2014,Fall,AD,ELE,male,80,495,NA,NA,NA,14.78160419,16.42865671,1.64705252,NA,16.3562876,8.518518517
225,83,4/8/14,2014,Spring,AD,ELE,female,73,500,85.422,143.172,57.75,15.58421885,14.64394406,-0.94027479,NA,27.27863314,8.796296294
226,228,4/14/14,2014,Spring,RP,ELE,male,NA,NA,10.884,86.108,75.224,11.2754159,9.268550304,-2.006865596,37.383,NA,3.611111111
227,508,3/29/14,2014,Spring,RP,ELE,male,82,538,47.35,30.413,-16.937,12.44996955,12.13654462,-0.31342493,8.548,57.66418887,5.277777778
228,519,4/10/14,2014,Spring,AD,ELE,male,80,542,10.063,143.172,133.109,27.70331614,20.35912332,-7.34419282,17.517,63.3562876,12.96296296
229,538,4/7/14,2014,Spring,RP,ELE,female,85,511,24.371,35.243,10.872,11.3007448,14.22604415,2.92529935,NA,28.12604079,5.092592594
230,577,4/14/14,2014,Spring,RP,ELE,male,81,556,47.35,91.959,44.609,10.15152006,13.59919429,3.44767423,21.972,76.51023824,3.611111111
231,588,3/9/14,2014,Spring,CM,ELE,male,106,581,35.243,63.589,28.346,22.79299224,11.92759466,-10.86539758,33.827,80.35900417,5.740740739
232,649,3/23/14,2014,Spring,CM,ELE,male,91,544,54.874,59.075,4.201,17.77819336,15.00773595,-2.77045741,17.659,56.04974461,2.685185183
233,654,3/23/14,2014,Spring,CM,ELE,male,86,529,47.35,68.464,21.114,14.28571429,14.74841903,0.46270474,18.546,45.27999142,2.685185183
234,660,3/9/14,2014,Spring,CM,ELE,male,106,575,43.98,73.697,29.717,11.82311969,12.6589195,0.83579981,30.955,74.35900417,5.740740739
235,664,3/9/14,2014,Spring,CM,ELE,male,88,559,43.98,114.735,70.755,6.912795782,9.942570105,3.029774323,49.332,73.5878927,5.740740739
236,670,3/9/14,2014,Spring,CM,ELE,male,91,540,37.938,91.959,54.021,16.31554368,23.4198421,7.10429842,16.387,52.04974461,5.740740739
237,672,3/15/14,2014,Spring,CM,ELE,male,95,556,91.959,98.989,7.03,8.612686952,12.55444452,3.941757568,21.788,64.66554716,6.666666667
238,686,3/23/14,2014,Spring,CM,ELE,male,101,559,106.581,123.518,16.937,30.83756544,13.15110882,-17.68645662,17.989,62.58925098,2.685185183
239,713,4/8/14,2014,Spring,RP,ELE,male,63,514,50.966,91.959,40.993,15.58421885,18.45788223,2.87366338,44.229,49.73912677,8.796296294
240,764,3/23/14,2014,Spring,CM,ELE,male,91,547,47.35,132.974,85.624,12.73852501,27.59884116,14.86031615,90.748,59.04974461,2.685185183
241,802,3/25/14,2014,Spring,CM,ELE,male,94,561,28.235,68.464,40.229,19.34531801,13.15110882,-6.19420919,154.703,70.51159652,5.925925928
242,805,3/9/14,2014,Spring,CM,ELE,male,118,570,68.464,132.974,64.51,18.71846815,28.85254088,10.13407273,44.402,59.20641182,5.740740739
243,818,3/14/14,2014,Spring,CM,ELE,female,43,420,165.925,178.639,12.714,NA,NA,NA,NA,-27.33988598,4.907407406
244,821,3/14/14,2014,Spring,CM,ELE,male,133,652,85.422,106.581,21.159,4.486848891,26.9719913,22.48514241,43.684,128.5156714,4.907407406
245,822,3/14/14,2014,Spring,CM,ELE,male,120,605,21.024,30.413,9.389,15.72975761,19.86769289,4.13793528,21.599,92.51431309,4.907407406
246,825,3/23/14,2014,Spring,CM,ELE,male,63,483,63.589,63.589,0,11.50077359,12.1196493,0.61887571,46.499,18.73912677,2.685185183
247,826,3/23/14,2014,Spring,CM,ELE,male,82,535,21.024,43.98,22.956,24.77801679,17.5692434,-7.20877339,106.655,54.66418887,2.685185183
248,830,3/23/14,2014,Spring,AD,ELE,male,42,422,32.8865,207.031,174.1445,17.98714331,13.49471931,-4.492424,22.359,-24.49383662,2.685185183
249,831,3/23/14,2014,Spring,AD,ELE,male,44,425,30.413,85.422,55.009,NA,NA,NA,18.651,-23.18593534,2.685185183
250,832,3/23/14,2014,Spring,AD,ELE,female,72,495,18.149,165.925,147.776,16.42001866,15.68869382,-0.73132484,NA,23.1246825,2.685185183
251,834,3/23/14,2014,Spring,AD,ELE,male,54,457,178.639,143.172,-35.467,56.95630961,47.86698664,-9.08932297,0.751,0.35357103,2.685185183
252,843,3/23/14,2014,Spring,AD,ELE,male,37,384,32.727,59.075,26.348,26.86751633,10.4127075,-16.45480883,29.341,-58.2635898,2.685185183
253,846,3/25/14,2014,Spring,AD,ELE,male,42,469,154.133,348.618,194.485,34.09030895,27.33034064,-6.75996831,13.367,22.50616338,5.925925928
254,862,3/25/14,2014,Spring,AD,ELE,male,42,437,59.075,165.925,106.85,20.78162134,20.14787431,-0.63374703,14.549,-9.493836617,5.925925928
255,884,3/29/14,2014,Spring,RP,ELE,male,85,558,35.243,63.589,28.346,10.56941997,12.03206964,1.46264967,0.87,75.12604079,5.277777778
256,887,4/7/14,2014,Spring,AD,ELE,male,51,443,28.235,37.938,9.703,17.36029345,NA,NA,80.849,-11.10828088,5.092592594
257,888,4/7/14,2014,Spring,AD,ELE,female,88,503,85.422,54.874,-30.548,NA,8.897820339,NA,NA,17.5878927,5.092592594
258,889,4/7/14,2014,Spring,AD,ELE,male,77,523,91.959,114.735,22.776,29.58386572,17.98714331,-11.59672241,34.506,46.89443569,5.092592594
259,891,4/7/14,2014,Spring,AD,ELE,male,51,456,68.464,98.989,30.525,23.10641717,16.62896861,-6.47744856,101.014,1.891719118,5.092592594
260,896,4/7/14,2014,Spring,RP,ELE,male,39,391,79.335,35.243,-44.092,18.50951819,10.15152006,-8.35799813,4.607,-52.95568853,5.092592594
261,897,4/7/14,2014,Spring,RP,ELE,male,49,411,10.063,37.938,27.875,10.8828449,19.86769289,8.98484799,118.758,-41.41618216,5.092592594
262,903,4/8/14,2014,Spring,RP,ELE,male,46,428,13.5,21.024,7.524,13.599155,15.06184396,1.46268896,60.14,-21.87803407,8.796296294
263,906,4/8/14,2014,Spring,RP,ELE,female,53,497,22.642,8.064,-14.578,6.733562186,16.99463103,10.26106884,NA,41.19962039,8.796296294
264,907,4/8/14,2014,Spring,RP,ELE,male,45,448,3.863,37.938,34.075,NA,NA,NA,NA,-1.031984705,8.796296294
265,908,4/8/14,2014,Spring,RP,ELE,male,44,435,13.5,40.836,27.336,26.03171651,13.81040401,-12.2213125,16.126,-13.18593534,8.796296294
266,910,4/8/14,2014,Spring,RP,ELE,female,36,385,1.842,0.292,-1.55,24.15116693,16.97913916,-7.17202777,NA,-56.41754044,8.796296294
267,915,4/8/14,2014,Spring,AD,ELE,male,41,404,73.697,79.335,5.638,20.18111782,22.68851726,2.50739944,128.175,-41.64778725,8.796296294
268,917,4/8/14,2014,Spring,AD,ELE,male,37,415,26.235,50.966,24.731,13.28576936,12.76339448,-0.52237488,20.51,-27.2635898,8.796296294
269,923,4/10/14,2014,Spring,AD,ELE,female,57,457,26.235,50.966,24.731,21.33034256,17.8241352,-3.50620736,NA,-2.184577058,12.96296296
270,932,4/14/14,2014,Spring,RP,ELE,male,NA,NA,31.28,NA,NA,NA,NA,NA,5.452,NA,3.611111111
271,933,4/14/14,2014,Spring,RP,ELE,male,NA,NA,18.076,75.731,57.655,22.36598891,23.25941207,0.89342316,12.555,NA,3.611111111
272,934,4/14/14,2014,Spring,RP,ELE,male,NA,NA,31.772,70.192,38.42,12.75415896,18.5146983,5.76053934,45.387,NA,3.611111111
273,936,4/14/14,2014,Spring,RP,ELE,male,NA,NA,NA,31.7,NA,14.65540005,16.65807117,2.00267112,11.264,NA,3.611111111
274,937,4/14/14,2014,Spring,RP,ELE,male,NA,NA,69.729,NA,NA,12.12041194,6.205439662,-5.914972278,7.175,NA,3.611111111
275,938,4/14/14,2014,Spring,RP,ELE,male,NA,NA,63.733,111.236,47.503,19.09162926,19.09162926,0,0.761,NA,3.611111111
276,939,4/14/14,2014,Spring,RP,ELE,male,NA,NA,NA,194.569,NA,16.66226565,NA,NA,7.851,NA,3.611111111
277,941,3/23/14,2014,Spring,CM,ELE,male,48,455,25.214,47.511,22.297,9.057301294,9.644146467,0.586845173,36.196,3.429867206,2.685185183
278,668,9/20/15,2015,Fall,CM,ELE,male,120,610,65.043,31.343,-33.7,NA,NA,NA,139.198,97.51431309,13.51851852
279,692,9/20/15,2015,Fall,CM,ELE,male,114,556,9.275,53.113,43.838,NA,NA,NA,NA,48.59060927,13.51851852
280,932,9/19/15,2015,Fall,RP,ELE,male,88,535,12.969,53.413,40.444,NA,NA,NA,32.012,49.5878927,11.66666667
281,950,9/12/15,2015,Fall,RP,ELE,male,80,490,29.185,41.508,12.323,NA,NA,NA,23.943,11.3562876,20.09259259
282,952,9/12/15,2015,Fall,RP,ELE,female,49,441,NA,14.33,NA,NA,NA,NA,70.587,-11.41618216,20.09259259
283,1029,9/11/15,2015,Fall,RP,ELE,male,84,487,NA,NA,NA,NA,NA,NA,NA,4.972090148,19.90740741
284,1043,9/20/15,2015,Fall,CM,ELE,male,102,540,76.373,22.576,-53.797,NA,NA,NA,136.911,42.74320162,13.51851852
285,1128,9/20/15,2015,Fall,CM,ELE,male,92,500,27.341,110.452,83.111,NA,NA,NA,131.441,11.20369525,13.51851852
286,1159,9/12/15,2015,Fall,RP,ELE,male,89,510,19.833,4.355,-15.478,NA,NA,NA,0.162,23.74184333,20.09259259
287,1161,9/12/15,2015,Fall,RP,ELE,female,82,500,1.973,45.257,43.284,NA,NA,NA,NA,19.66418887,20.09259259
288,1163,9/12/15,2015,Fall,RP,ELE,male,80,490,28.336,73.517,45.181,NA,NA,NA,24.446,11.3562876,20.09259259
289,1164,9/12/15,2015,Fall,RP,ELE,male,63,460,10.743,48.796,38.053,NA,NA,NA,55.373,-4.260873234,20.09259259
290,1165,9/12/15,2015,Fall,RP,ELE,female,54,445,22.003,32.639,10.636,NA,NA,NA,NA,-11.64642897,20.09259259
291,1168,9/12/15,2015,Fall,RP,ELE,male,65,471,70.95,70.318,-0.632,NA,NA,NA,38.068,5.04702804,20.09259259
292,1169,9/12/15,2015,Fall,RP,ELE,male,85,527,11.194,42.348,31.154,NA,NA,NA,35.807,44.12604079,20.09259259
293,1171,9/19/15,2015,Fall,AD,ELE,female,96,533,35.338,76.621,41.283,NA,NA,NA,NA,40.8194978,11.66666667
294,1172,9/19/15,2015,Fall,RP,ELE,female,133,580,7.154,18.914,11.76,NA,NA,NA,NA,56.51567137,11.66666667
295,1173,9/19/15,2015,Fall,RP,ELE,female,75,490,NA,6.16,NA,NA,NA,NA,NA,15.58653441,11.66666667
296,1177,9/20/15,2015,Fall,CM,ELE,female,92,534,164.556,38.881,-125.675,NA,NA,NA,NA,45.20369525,13.51851852
297,1178,9/20/15,2015,Fall,CM,ELE,male,99,543,96.768,38.881,-57.887,NA,NA,NA,130.89,48.28134971,13.51851852
298,1179,9/20/15,2015,Fall,CM,ELE,male,72,465,22.707,17.655,-5.052,NA,NA,NA,132.135,-6.875317499,13.51851852
299,1184,9/20/15,2015,Fall,CM,ELE,female,132,593,9.682,155.397,145.715,NA,NA,NA,NA,70.36172074,13.51851852
300,1185,9/20/15,2015,Fall,CM,ELE,male,86,512,30.332,7.392,-22.94,NA,NA,NA,135.575,28.27999142,13.51851852
301,1187,9/20/15,2015,Fall,CM,ELE,male,81,490,66.643,NA,NA,NA,NA,NA,7.309,10.51023824,13.51851852
302,1195,10/12/15,2015,Fall,AD,ELE,female,48,450,5.324,68.68,63.356,NA,NA,NA,NA,-1.570132794,11.38888889
303,1197,10/12/15,2015,Fall,AD,ELE,female,100,550,13.012,16.619,3.607,NA,NA,NA,NA,54.43530034,11.38888889
304,1199,10/12/15,2015,Fall,AD,ELE,male,46,455,105.683,69.913,-35.77,NA,NA,NA,27.205,5.121965932,11.38888889
305,1201,10/12/15,2015,Fall,AD,ELE,male,85,520,43.862,8.837,-35.025,NA,NA,NA,22.023,37.12604079,11.38888889
306,1202,10/12/15,2015,Fall,AD,ELE,female,126,590,NA,16.593,NA,NA,NA,NA,NA,72.43801691,11.38888889
307,83,3/31/15,2015,Spring,AD,ELE,female,104,545,122.2,88.385,-33.815,28.79478827,26.31921824,-2.47557003,NA,46.05110289,11.75925926
308,525,3/29/15,2015,Spring,RP,ELE,female,91,550,15.225,34.273,19.048,18.03952099,16.1943677,-1.84515329,NA,62.04974461,9.35185185
309,597,3/22/15,2015,Spring,AD,ELE,male,61,440,NA,21.374,NA,NA,15.23549319,NA,NA,-22.56877451,10.09259259
310,688,3/30/15,2015,Spring,CM,ELE,male,108,601,7.405,98.978,91.573,19.59532538,20.12602483,0.53069945,0.171,98.66690544,8.888888889
311,753,3/30/15,2015,Spring,CM,ELE,male,125,609,NA,NA,NA,NA,NA,NA,NA,92.28406628,8.888888889
312,760,3/30/15,2015,Spring,CM,ELE,male,89,545,56.125,100.105,43.98,21.5635179,20.9120521,-0.6514658,25,58.74184333,8.888888889
313,788,3/30/15,2015,Spring,CM,ELE,male,88,543,56.847,169.718,112.871,29.13486305,19.86970684,-9.26515621,3.557,57.5878927,8.888888889
314,789,3/30/15,2015,Spring,CM,ELE,male,84,523,59.053,54.249,-4.804,27.27651155,21.02006152,-6.25645003,1.172,40.97209015,8.888888889
315,821,3/30/15,2015,Spring,CM,ELE,male,131,657,NA,NA,NA,NA,NA,NA,NA,135.2077701,8.888888889
316,826,3/30/15,2015,Spring,CM,ELE,male,91,544,NA,NA,NA,NA,NA,NA,NA,56.04974461,8.888888889
317,869,3/29/15,2015,Spring,RP,ELE,male,46,405,NA,NA,NA,17.51789503,NA,NA,NA,-44.87803407,9.35185185
318,874,3/29/15,2015,Spring,RP,ELE,male,72,435,44.699,68.871,24.172,13.73610682,NA,NA,6.062,-36.8753175,9.35185185
319,882,3/30/15,2015,Spring,CM,ELE,male,93,510,96.797,107.221,10.424,11.32358675,16.86586258,5.54227583,4.045,20.35764588,8.888888889
320,905,4/11/15,2015,Spring,RP,ELE,female,96,570,NA,NA,NA,22.34527687,29.44458829,7.09931142,NA,77.8194978,9.629629628
321,920,3/29/15,2015,Spring,RP,ELE,male,42,380,4.662,37.5,32.838,12.48671959,13.21448086,0.72776127,3.09,-66.49383662,9.35185185
322,934,3/29/15,2015,Spring,RP,ELE,male,84,495,35.054,NA,NA,14.71415549,14.19252953,-0.52162596,3.477,12.97209015,9.35185185
323,953,3/29/15,2015,Spring,RP,ELE,male,72,470,24.242,NA,NA,22.34293516,17.84391126,-4.4990239,16.147,-1.875317499,9.35185185
324,962,3/29/15,2015,Spring,RP,ELE,male,83,504,NA,NA,NA,NA,16.08342364,NA,1.192,22.81813951,9.35185185
325,963,3/29/15,2015,Spring,RP,ELE,male,57,465,NA,NA,NA,23.86953381,28.39152245,4.52198864,NA,5.815422942,9.35185185
326,963,4/11/15,2015,Spring,RP,ELE,male,63,492,NA,NA,NA,NA,NA,NA,NA,27.73912677,9.629629628
327,965,4/11/15,2015,Spring,RP,ELE,male,53,410,NA,96.772,NA,41.1,25.71918785,-15.38081215,NA,-45.80037961,9.629629628
328,971,3/29/15,2015,Spring,RP,ELE,female,95,530,NA,NA,NA,12.56244841,15.56179768,2.99934927,NA,38.66554716,9.35185185
329,1010,3/22/15,2015,Spring,AD,ELE,male,63,450,NA,NA,NA,44.96060304,26.038,-18.92260304,77.956,-14.26087323,10.09259259
330,1011,3/21/15,2015,Spring,AD,ELE,male,46,450,102.555,102.973,0.418,38.3763314,40.53464053,2.15830913,NA,0.121965932,9.537037039
331,1012,3/21/15,2015,Spring,AD,ELE,male,39,395,50.392,NA,NA,67.16612378,84.97763265,17.81150887,NA,-48.95568853,9.537037039
332,1013,3/31/15,2015,Spring,AD,ELE,male,41,440,82.806,124.665,41.859,NA,NA,NA,NA,-5.647787255,11.75925926
333,1014,3/21/15,2015,Spring,AD,ELE,male,70,450,38.55,52.811,14.261,13.76521894,22.01,8.24478106,2.7,-20.18321877,9.537037039
334,1017,3/21/15,2015,Spring,AD,ELE,male,44,430,96.456,NA,NA,NA,NA,NA,NA,-18.18593534,9.537037039
335,1017,3/31/15,2015,Spring,AD,ELE,male,NA,440,NA,NA,NA,34.86045819,34.28513348,-0.57532471,NA,NA,11.75925926
336,1020,3/22/15,2015,Spring,AD,ELE,female,34,365,5.049,38.821,33.772,25.97488772,17.79249188,-8.18239584,29.124,-74.72544172,10.09259259
337,1023,3/22/15,2015,Spring,AD,ELE,male,46,390,NA,38.701,NA,NA,34.02943361,NA,NA,-59.87803407,10.09259259
338,1024,3/22/15,2015,Spring,AD,ELE,male,53,435,NA,78.058,NA,NA,22.06,NA,NA,-20.80037961,10.09259259
339,1026,3/29/15,2015,Spring,RP,ELE,female,132,650,31.659,27.279,-4.38,16.89754234,18.11211672,1.21457438,NA,127.3617207,9.35185185
340,1028,3/29/15,2015,Spring,RP,ELE,male,45,435,28.421,35.056,6.635,16.96146731,25.33563804,8.37417073,3.608,-14.03198471,9.35185185
341,1029,3/29/15,2015,Spring,RP,ELE,male,41,375,29.301,29.906,0.605,16.83361737,19.80000861,2.96639124,18.612,-70.64778725,9.35185185
342,1033,3/29/15,2015,Spring,RP,ELE,male,46,440,40.57,53.929,13.359,16.83361737,12.74241946,-4.09119791,0.184,-9.878034068,9.35185185
343,1035,3/29/15,2015,Spring,RP,ELE,male,75,465,NA,NA,NA,NA,NA,NA,NA,-9.413465587,9.35185185
344,1036,3/29/15,2015,Spring,RP,ELE,male,75,495,NA,NA,NA,NA,NA,NA,NA,20.58653441,9.35185185
345,1037,3/29/15,2015,Spring,RP,ELE,male,45,380,NA,NA,NA,16.99626907,14.51854576,-2.47772331,NA,-69.03198471,9.35185185
346,1038,3/29/15,2015,Spring,RP,ELE,male,61,480,NA,NA,NA,NA,NA,NA,NA,17.43122549,9.35185185
347,1040,3/30/15,2015,Spring,CM,ELE,male,77,495,88.385,61.437,-26.948,18.04560261,22.14983713,4.10423452,5.648,18.89443569,8.888888889
348,1041,3/30/15,2015,Spring,CM,ELE,male,77,505,59.023,65.045,6.022,NA,28.01302932,NA,1.845,28.89443569,8.888888889
349,1042,3/30/15,2015,Spring,CM,ELE,male,70,495,38.996,98.485,59.489,20.46255608,31.46579805,11.00324197,8.369,24.81678123,8.888888889
350,1043,3/30/15,2015,Spring,CM,ELE,male,94,560,47.628,NA,NA,17.06840391,7.15057907,-9.91782484,15.683,69.51159652,8.888888889
351,1044,3/30/15,2015,Spring,CM,ELE,male,81,501,117.042,92.506,-24.536,23.25732899,21.88925081,-1.36807818,22.959,21.51023824,8.888888889
352,1045,3/30/15,2015,Spring,CM,ELE,male,65,486,32.935,27.621,-5.314,23.37397342,24.48898431,1.11501089,11.619,20.04702804,8.888888889
