unique_id,id,date,year,season,site,species,sex,mass,svl,cort_bl,cort_ps,cort_react,bka_bl,bka_ps,bka_react,test,old_bodycon,mean_temp
353,1046,3/30/15,2015,Spring,CM,ELE,male,44,427,84.447,81.157,-3.29,30.29315961,29.45008887,-0.84307074,7.918,-21.18593534,8.888888889
354,1047,3/30/15,2015,Spring,CM,ELE,male,96,547,82.209,108.312,26.103,15.56889714,14.2019544,-1.36694274,NA,54.8194978,8.888888889
355,1049,3/30/15,2015,Spring,CM,ELE,male,42,420,29.043,24.517,-4.526,17.79891893,23.12619322,5.32727429,24.637,-26.49383662,8.888888889
356,1050,3/30/15,2015,Spring,CM,ELE,male,69,502,37.315,119.336,82.021,29.05537459,29.0588694,0.00349481,26.184,32.66283059,8.888888889
357,1051,3/30/15,2015,Spring,CM,ELE,male,48,435,29.257,37.087,7.83,20.52450113,21.04234528,0.51784415,21.583,-16.57013279,8.888888889
358,1111,3/30/15,2015,Spring,CM,ELE,male,88,509,NA,NA,NA,NA,NA,NA,NA,23.5878927,8.888888889
359,1113,3/30/15,2015,Spring,CM,ELE,female,128,591,37.5,54.249,16.749,16.15635179,29.1968081,13.04045631,NA,71.74591819,8.888888889
360,1116,3/30/15,2015,Spring,CM,ELE,male,89,560,NA,NA,NA,NA,NA,NA,NA,73.74184333,8.888888889
361,1117,3/30/15,2015,Spring,CM,ELE,male,86,519,NA,NA,NA,NA,NA,NA,NA,35.27999142,8.888888889
362,1118,3/30/15,2015,Spring,CM,ELE,male,51,425,NA,NA,NA,NA,NA,NA,NA,-29.10828088,8.888888889
363,1119,3/30/15,2015,Spring,CM,ELE,male,57,453,11.602,118.876,107.274,NA,NA,NA,0.163,-6.184577058,8.888888889
364,1119,3/31/15,2015,Spring,AD,ELE,female,72,495,NA,NA,NA,NA,NA,NA,NA,23.1246825,11.75925926
365,1121,3/30/15,2015,Spring,CM,ELE,male,81,515,60.03,42.491,-17.539,NA,NA,NA,26.528,35.51023824,8.888888889
366,1121,3/31/15,2015,Spring,AD,ELE,male,45,425,NA,NA,NA,NA,NA,NA,NA,-24.03198471,11.75925926
367,1122,3/30/15,2015,Spring,CM,ELE,male,80,510,22.632,187.025,164.393,NA,NA,NA,7.918,31.3562876,8.888888889
368,1122,3/31/15,2015,Spring,AD,ELE,male,51,440,NA,NA,NA,NA,NA,NA,NA,-14.10828088,11.75925926
369,1123,3/30/15,2015,Spring,CM,ELE,male,77,500,12.26,12.131,-0.129,NA,NA,NA,15.785,23.89443569,8.888888889
370,1123,3/31/15,2015,Spring,AD,ELE,male,39,405,NA,NA,NA,NA,NA,NA,NA,-38.95568853,11.75925926
371,1124,3/30/15,2015,Spring,CM,ELE,male,41,403,119.135,196.026,76.891,NA,NA,NA,0.322,-42.64778725,8.888888889
372,1124,3/31/15,2015,Spring,AD,ELE,male,44,461,NA,NA,NA,NA,NA,NA,NA,12.81406466,11.75925926
373,1125,3/30/15,2015,Spring,CM,ELE,male,78,518,6.641,15.776,9.135,NA,NA,NA,NA,41.04838632,8.888888889
374,1126,3/30/15,2015,Spring,CM,ELE,male,77,504,26.329,13.544,-12.785,NA,NA,NA,NA,27.89443569,8.888888889
375,1127,3/30/15,2015,Spring,CM,ELE,male,89,539,133.388,126.334,-7.054,NA,NA,NA,0.164,52.74184333,8.888888889
376,1127,3/31/15,2015,Spring,AD,ELE,male,57,475,NA,NA,NA,NA,NA,NA,NA,15.81542294,11.75925926
377,1128,3/31/15,2015,Spring,CM,ELE,male,83,502,NA,8.343,NA,NA,NA,NA,NA,20.81813951,11.75925926
378,1129,3/30/15,2015,Spring,CM,ELE,male,80,513,4.177,11.474,7.297,NA,NA,NA,0.191,34.3562876,8.888888889
379,1131,3/30/15,2015,Spring,CM,ELE,male,41,385,26.74,NA,NA,NA,NA,NA,18.81,-60.64778725,8.888888889
380,1132,3/30/15,2015,Spring,CM,ELE,male,78,504,18.052,34.08,16.028,NA,NA,NA,0.297,27.04838632,8.888888889
381,1133,3/30/15,2015,Spring,CM,ELE,male,81,498,15.645,19.433,3.788,NA,NA,NA,0.352,18.51023824,8.888888889
382,1134,3/30/15,2015,Spring,CM,ELE,male,45,429,NA,NA,NA,NA,NA,NA,NA,-20.03198471,8.888888889
383,1135,3/30/15,2015,Spring,CM,ELE,male,39,436,5.751,NA,NA,NA,NA,NA,0.165,-7.955688529,8.888888889
384,1136,3/30/15,2015,Spring,CM,ELE,male,39,416,NA,NA,NA,NA,NA,NA,NA,-27.95568853,8.888888889
385,1136,3/31/15,2015,Spring,AD,ELE,male,48,404,NA,NA,NA,NA,NA,NA,NA,-47.57013279,11.75925926
386,1137,3/30/15,2015,Spring,CM,ELE,male,63,498,34.453,131.556,97.103,NA,NA,NA,0.325,33.73912677,8.888888889
387,1138,3/30/15,2015,Spring,CM,ELE,male,41,385,15.305,21.787,6.482,NA,NA,NA,0.785,-60.64778725,8.888888889
388,1139,3/31/15,2015,Spring,AD,ELE,male,39,441,NA,NA,NA,NA,NA,NA,NA,-2.955688529,11.75925926
389,1139,3/29/15,2015,Spring,RP,ELE,male,48,395,NA,NA,NA,NA,NA,NA,NA,-56.57013279,9.35185185
390,1141,3/31/15,2015,Spring,AD,ELE,male,46,486,NA,NA,NA,NA,NA,NA,NA,36.12196593,11.75925926
391,1142,3/31/15,2015,Spring,AD,ELE,female,51,430,NA,NA,NA,NA,NA,NA,NA,-24.10828088,11.75925926
392,1143,3/31/15,2015,Spring,AD,ELE,male,55,456,NA,NA,NA,NA,NA,NA,NA,-1.492478333,11.75925926
393,1144,3/31/15,2015,Spring,AD,ELE,male,57,491,NA,NA,NA,NA,NA,NA,NA,31.81542294,11.75925926
394,1145,4/11/15,2015,Spring,RP,ELE,male,49,440,5.024,NA,NA,9.432692646,19.34358589,9.910893244,0.164,-12.41618216,9.629629628
395,1146,4/11/15,2015,Spring,RP,ELE,female,120,595,9.351,52.742,43.391,27.7101269,20.83422637,-6.87590053,0.142,82.51431309,9.629629628
396,1147,4/13/15,2015,Spring,AD,ELE,female,100,554,NA,NA,NA,20.78175896,32.54184078,11.76008182,NA,58.43530034,8.14814815
397,1148,4/11/15,2015,Spring,RP,ELE,male,82,500,39.453,93.448,53.995,25.08143322,15.75740741,-9.32402581,6.597,19.66418887,9.629629628
398,1149,4/11/15,2015,Spring,RP,ELE,male,45,434,133.795,NA,NA,21.6286645,19.60912052,-2.01954398,NA,-15.03198471,9.629629628
399,1151,4/11/15,2015,Spring,RP,ELE,male,83,560,NA,NA,NA,NA,NA,NA,NA,78.81813951,9.629629628
400,1152,4/11/15,2015,Spring,RP,ELE,male,73,507,NA,NA,NA,NA,NA,NA,NA,34.27863314,9.629629628
401,1153,4/13/15,2015,Spring,AD,ELE,male,44,433,103.648,163.239,59.591,NA,15.13528179,NA,7.2,-15.18593534,8.14814815
402,1155,4/13/15,2015,Spring,AD,ELE,male,42,443,129.085,183.655,54.57,25.43,28.99366616,3.56366616,0.19,-3.493836617,8.14814815
403,10471,3/30/15,2015,Spring,CM,ELE,male,70,495,72.496,49.837,-22.659,18.30618893,23.12619322,4.82000429,24.285,24.81678123,8.888888889
404,692,3/20/16,2016,Spring,CM,ELE,male,109,535,NA,NA,NA,NA,NA,NA,NA,31.82085608,4.444444444
405,760,3/20/16,2016,Spring,CM,ELE,male,111,542,NA,NA,NA,NA,NA,NA,NA,37.12875735,4.444444444
406,1051,3/12/16,2016,Spring,CM,ELE,male,65,475,NA,NA,NA,NA,NA,NA,NA,9.04702804,10.83333333
407,1128,3/12/16,2016,Spring,CM,ELE,male,86,511,NA,NA,NA,NA,NA,NA,NA,27.27999142,10.83333333
408,1161,3/20/16,2016,Spring,CM,ELE,male,87,510,NA,NA,NA,NA,NA,NA,NA,25.43394206,4.444444444
409,1161,3/12/16,2016,Spring,CM,ELE,male,86,521,NA,NA,NA,NA,NA,NA,NA,37.27999142,10.83333333
410,1164,3/12/16,2016,Spring,CM,ELE,male,78,485,NA,NA,NA,NA,NA,NA,NA,8.048386325,10.83333333
411,1167,3/12/16,2016,Spring,CM,ELE,male,70,490,NA,NA,NA,NA,NA,NA,NA,19.81678123,10.83333333
412,1168,3/12/16,2016,Spring,CM,ELE,male,87,500,NA,NA,NA,NA,NA,NA,NA,15.43394206,10.83333333
413,1173,3/20/16,2016,Spring,CM,ELE,male,65,472,NA,NA,NA,NA,NA,NA,NA,6.04702804,4.444444444
414,1174,3/20/16,2016,Spring,CM,ELE,male,80,512,NA,NA,NA,NA,NA,NA,NA,33.3562876,4.444444444
415,1175,3/20/16,2016,Spring,CM,ELE,male,73,486,NA,NA,NA,NA,NA,NA,NA,13.27863314,4.444444444
416,1176,3/20/16,2016,Spring,CM,ELE,male,76,470,NA,NA,NA,NA,NA,NA,NA,-5.25951495,4.444444444
417,1177,3/20/16,2016,Spring,CM,ELE,male,72,459,NA,NA,NA,NA,NA,NA,NA,-12.8753175,4.444444444
418,1178,3/20/16,2016,Spring,CM,ELE,male,44,413,NA,NA,NA,NA,NA,NA,NA,-35.18593534,4.444444444
419,1179,3/20/16,2016,Spring,CM,ELE,male,85,504,NA,NA,NA,NA,NA,NA,NA,21.12604079,4.444444444
420,1181,3/20/16,2016,Spring,CM,ELE,male,109,598,NA,NA,NA,NA,NA,NA,NA,94.82085608,4.444444444
421,1186,4/2/16,2016,Spring,AD,ELE,male,49,492,NA,NA,NA,NA,NA,NA,NA,39.58381784,6.388888889
422,1187,4/2/16,2016,Spring,AD,ELE,male,46,416,NA,NA,NA,NA,NA,NA,NA,-33.87803407,6.388888889
423,1189,4/2/16,2016,Spring,AD,ELE,male,43,423,NA,NA,NA,NA,NA,NA,NA,-24.33988598,6.388888889
424,1194,4/2/16,2016,Spring,AD,ELE,male,46,426,NA,NA,NA,NA,NA,NA,NA,-23.87803407,6.388888889
425,1197,4/2/16,2016,Spring,AD,ELE,male,43,423,35.453,31.355,-4.098,NA,NA,NA,NA,-24.33988598,6.388888889
426,1199,4/2/16,2016,Spring,AD,ELE,male,43,383,9.244,15.305,6.061,NA,NA,NA,0.169,-64.33988598,6.388888889
427,2196,4/2/16,2016,Spring,AD,ELE,male,55,513,11.991,NA,NA,NA,NA,NA,86.577,55.50752167,6.388888889
428,422,10/10/11,2011,Fall,AD,SIR,male,74,465,18.004,NA,NA,3.606748109,NA,NA,1.254,-8.567416224,8.333333333
429,425,10/10/11,2011,Fall,AD,SIR,female,61,435,26.452,20.07,-6.382,4.595695172,6.050029087,1.454333915,NA,-27.56877451,8.333333333
430,428,10/10/11,2011,Fall,AD,SIR,male,51,397,17.508,20.433,2.925,5.264688773,5.99185573,0.727166957,147.232,-57.10828088,8.333333333
431,430,10/10/11,2011,Fall,AD,SIR,male,53,425,11.915,31.7,19.785,2.937754508,4.595695172,1.657940664,101.133,-30.80037961,8.333333333
432,431,10/10/11,2011,Fall,AD,SIR,male,61,466,7.26,10.456,3.196,6.457242583,4.27574171,-2.181500873,102.501,3.431225491,8.333333333
433,448,10/14/11,2011,Fall,AD,SIR,male,94,524,5.627,6.67,1.043,17.1611402,3.461314718,-13.69982548,27.967,33.51159652,12.40740741
434,449,10/14/11,2011,Fall,AD,SIR,male,70,486,10.935,35.48,24.545,3.868528214,2.705061082,-1.163467132,105.887,15.81678123,12.40740741
435,450,10/14/11,2011,Fall,AD,SIR,male,51,432,8.495,43.922,35.427,53.83944154,1.687027341,-52.1524142,148.456,-22.10828088,12.40740741
436,451,10/14/11,2011,Fall,AD,SIR,male,91,457,4.406,32.098,27.692,5.235602094,11.98371146,6.748109366,34.235,-30.95025539,12.40740741
437,452,10/14/11,2011,Fall,AD,SIR,male,83,484,8.808,13.009,4.201,3.228621291,13.37987202,10.15125073,145.349,2.818139511,12.40740741
438,453,10/14/11,2011,Fall,AD,SIR,female,106,545,13.633,45.894,32.261,6.602675974,3.577661431,-3.025014543,NA,44.35900417,12.40740741
439,27,4/19/11,2011,Spring,AD,SIR,male,62,445,38.747,38.896,0.149,4.55385245,11.23387917,6.68002672,4.551,-18.41482387,5.370370372
440,146,3/29/12,2012,Spring,AD,SIR,male,57,465,37.454,105.024,67.57,8.793969849,15.95477387,7.160804021,28.438,5.815422942,7.592592594
441,148,3/31/12,2012,Spring,AD,SIR,male,65,460,51.737,75.181,23.444,17.98695247,14.75613545,-3.23081702,30.513,-5.95297196,12.12962963
442,252,3/29/12,2012,Spring,AD,SIR,male,57,456,79.122,77.676,-1.446,9.784791966,11.96556671,2.180774744,14.145,-3.184577058,7.592592594
443,471,3/29/12,2012,Spring,AD,SIR,male,49,394,21.677,19.403,-2.274,16.08040201,12.43718593,-3.64321608,45.906,-58.41618216,7.592592594
444,472,3/29/12,2012,Spring,AD,SIR,male,80,466,15.509,69.045,53.536,60.09055627,100,39.90944373,25.624,-12.6437124,7.592592594
445,473,3/29/12,2012,Spring,AD,SIR,male,77,489,51.28,88.385,37.105,18.75808538,16.62354463,-2.13454075,4.737,12.89443569,7.592592594
446,476,3/29/12,2012,Spring,AD,SIR,male,57,460,15.964,20.884,4.92,17.92482137,16.24728176,-1.67753961,13.414,0.815422942,7.592592594
447,477,3/29/12,2012,Spring,AD,SIR,male,72,490,55.768,78.804,23.036,19.31133429,19.42611191,0.11477762,22.78,18.1246825,7.592592594
448,487,3/31/12,2012,Spring,AD,SIR,male,54,469,86.591,88.961,2.37,19.59896507,20.50452781,0.90556274,10.91,12.35357103,12.12962963
449,528,4/4/12,2012,Spring,AD,SIR,male,51,431,12.115,93.923,81.808,11.28107075,0,-11.28107075,16.463,-23.10828088,9.166666667
450,530,4/10/12,2012,Spring,AD,SIR,male,44,460,24.212,42.216,18.004,0,0,0,2.685,11.81406466,13.51851852
451,522,3/30/13,2013,Spring,AD,SIR,male,59,508,98.978,93.211,-5.767,NA,NA,NA,7.971,47.12332422,9.907407406
452,587,4/26/13,2013,Spring,AD,SIR,male,93,573,168.682,114.053,-54.629,0,82.6031152,82.6031152,42.334,83.35764588,8.703703706
453,620,3/30/13,2013,Spring,AD,SIR,male,50,453,125.371,178.598,53.227,NA,NA,NA,12.441,-0.262231519,9.907407406
454,621,3/30/13,2013,Spring,AD,SIR,male,63,470,137.075,107.764,-29.311,NA,NA,NA,9.01,5.739126766,9.907407406
455,622,3/30/13,2013,Spring,AD,SIR,male,43,435,44.699,123.333,78.634,NA,NA,NA,8.153,-12.33988598,9.907407406
456,623,3/30/13,2013,Spring,AD,SIR,male,59,480,96.9,86.481,-10.419,NA,NA,NA,34.031,19.12332422,9.907407406
457,624,3/30/13,2013,Spring,AD,SIR,male,61,442,62.412,49.498,-12.914,NA,NA,NA,85.464,-20.56877451,9.907407406
458,625,3/30/13,2013,Spring,AD,SIR,male,54,480,55.485,75.114,19.629,NA,NA,NA,4.496,23.35357103,9.907407406
459,627,3/30/13,2013,Spring,AD,SIR,male,44,460,NA,69.972,NA,NA,NA,NA,NA,11.81406466,9.907407406
460,628,3/30/13,2013,Spring,AD,SIR,female,69,490,NA,426.257,NA,NA,NA,NA,NA,20.66283059,9.907407406
461,637,4/4/13,2013,Spring,AD,SIR,female,84,558,NA,114.706,NA,NA,NA,NA,NA,75.97209015,10.18518518
462,639,4/4/13,2013,Spring,AD,SIR,male,34,391,NA,39.147,NA,NA,NA,NA,2.091,-48.72544172,10.18518518
463,642,4/6/13,2013,Spring,AD,SIR,male,46,415,15.863,12.34,-3.523,NA,NA,NA,2.286,-34.87803407,8.333333333
464,643,4/6/13,2013,Spring,AD,SIR,male,44,424,69.928,53.325,-16.603,NA,NA,NA,9.906,-24.18593534,8.333333333
465,644,4/6/13,2013,Spring,AD,SIR,male,41,417,33.355,47.432,14.077,NA,NA,NA,0.906,-28.64778725,8.333333333
466,645,4/6/13,2013,Spring,AD,SIR,male,46,430,34.576,50.832,16.256,NA,NA,NA,28.994,-19.87803407,8.333333333
467,747,4/28/13,2013,Spring,CM,SIR,male,77,518,48.113,63.675,15.562,0,0,0,5.569,41.89443569,13.42592593
468,836,10/9/14,2014,Fall,AD,SIR,male,57,445,18.016,116.352,98.336,16.35972263,NA,NA,NA,-14.18457706,15
469,929,10/14/14,2014,Fall,AD,SIR,male,78,493,23.7,34.08,10.38,9.100377802,11.940991,2.840613198,NA,16.04838632,8.518518517
470,976,10/9/14,2014,Fall,AD,SIR,male,70,466,35.969,NA,NA,NA,NA,NA,NA,-4.183218774,15
471,978,10/9/14,2014,Fall,AD,SIR,female,109,560,62.871,NA,NA,20.46283058,NA,NA,NA,56.82085608,15
472,979,10/9/14,2014,Fall,AD,SIR,male,46,431,29.257,NA,NA,17.62221738,NA,NA,89.887,-18.87803407,15
473,983,10/9/14,2014,Fall,AD,SIR,male,51,430,NA,NA,NA,16.35972263,NA,NA,NA,-24.10828088,15
474,988,10/9/14,2014,Fall,AD,SIR,male,77,497,11.882,33.753,21.871,11.30974362,NA,NA,39.107,20.89443569,15
475,1000,10/14/14,2014,Fall,AD,SIR,female,77,497,75.373,75.188,-0.185,NA,NA,NA,5.624,20.89443569,8.518518517
476,1004,10/14/14,2014,Fall,AD,SIR,male,54,476,92.506,NA,NA,9.387847563,3.571526968,-5.816320595,0.16,19.35357103,8.518518517
477,1005,10/14/14,2014,Fall,AD,SIR,male,49,448,NA,NA,NA,8.153506737,10.61233611,2.458829373,NA,-4.416182156,8.518518517
478,1006,10/14/14,2014,Fall,AD,SIR,male,63,470,NA,NA,NA,5.94414092,14.78160419,8.83746327,NA,5.739126766,8.518518517
479,1008,10/14/14,2014,Fall,AD,SIR,male,119,575,NA,NA,NA,3.419151414,NA,NA,NA,63.36036245,8.518518517
480,1009,10/14/14,2014,Fall,AD,SIR,female,32,336,NA,NA,NA,13.20348575,NA,NA,NA,-102.033343,8.518518517
481,27,3/23/14,2014,Spring,AD,SIR,female,116,612,12.556,106.581,94.025,100,99.58210009,-0.41789991,NA,102.8985105,2.685185183
482,811,3/14/14,2014,Spring,CM,SIR,male,82,507,114.735,0,-114.735,12.96540797,16.00211875,3.03671078,15.559,26.66418887,4.907407406
483,813,3/14/14,2014,Spring,CM,SIR,male,87,530,114.735,106.581,-8.154,NA,NA,NA,8.922,45.43394206,4.907407406
484,814,3/14/14,2014,Spring,CM,SIR,male,84,537,28.235,68.464,40.229,19.33986591,5.1057246,-14.23414131,37.339,54.97209015,4.907407406
485,816,3/14/14,2014,Spring,CM,SIR,male,44,420,63.589,59.075,-4.514,NA,NA,NA,21.645,-28.18593534,4.907407406
486,845,3/25/14,2014,Spring,AD,SIR,male,44,432,26.235,83.598,57.363,12.01478743,14.54977555,2.53498812,0.77,-16.18593534,5.925925928
487,849,3/25/14,2014,Spring,AD,SIR,male,43,412,38.483,37.938,-0.545,17.40163718,10.74729337,-6.65434381,48.128,-35.33988598,5.925925928
488,850,3/25/14,2014,Spring,AD,SIR,male,42,407,18.149,40.57,22.421,17.40163718,10.74729337,-6.65434381,30.082,-39.49383662,5.925925928
489,851,3/25/14,2014,Spring,AD,SIR,male,55,497,95.979,165.925,69.946,36.73092157,27.22471613,-9.50620544,7.343,39.50752167,5.925925928
490,852,3/25/14,2014,Spring,AD,SIR,male,49,430,79.335,52.426,-26.909,27.85846316,7.789807235,-20.06865593,44.935,-22.41618216,5.925925928
491,861,3/25/14,2014,Spring,AD,SIR,female,69,488,8.064,22.642,14.578,9.479799313,8.212305255,-1.267494058,NA,18.66283059,5.925925928
492,867,3/25/14,2014,Spring,AD,SIR,female,37,438,NA,335.677,NA,98.41563243,99.15500396,0.73937153,NA,-4.263589804,5.925925928
493,870,3/29/14,2014,Spring,AD,SIR,male,48,434,13.5,14.533,1.033,5.888566147,3.56482704,-2.323739107,15.592,-17.57013279,5.277777778
494,871,3/29/14,2014,Spring,AD,SIR,male,34,385,26.235,32.727,6.492,7.89543174,10.11354634,2.2181146,8.449,-54.72544172,5.277777778
495,872,3/29/14,2014,Spring,AD,SIR,male,46,433,50.966,79.335,28.369,10.11354634,36.51967256,26.40612622,2.54,-16.87803407,5.277777778
496,873,3/29/14,2014,Spring,AD,SIR,male,44,421,18.149,15.656,-2.493,3.670451545,0.290467388,-3.379984157,10.889,-27.18593534,5.277777778
497,874,3/29/14,2014,Spring,AD,SIR,female,107,587,32.727,123.518,90.791,13.38790599,26.90784262,13.51993663,NA,85.51295481,5.277777778
498,875,3/29/14,2014,Spring,AD,SIR,male,46,406,NA,30.413,NA,NA,9.268550304,NA,3.837,-43.87803407,5.277777778
499,876,3/29/14,2014,Spring,AD,SIR,male,53,431,43.98,63.589,19.609,12.96540797,13.81040401,0.84499604,0.201,-24.80037961,5.277777778
500,879,3/29/14,2014,Spring,AD,SIR,male,65,480,9.681,222.889,213.208,16.3806003,NA,NA,10.938,14.04702804,5.277777778
501,881,3/29/14,2014,Spring,AD,SIR,male,70,463,207.031,132.974,-74.057,4.515447584,6.099815157,1.584367573,14.887,-7.183218774,5.277777778
502,914,4/8/14,2014,Spring,AD,SIR,female,42,402,23.669,35.243,11.574,18.09161829,14.22604415,-3.86557414,NA,-44.49383662,8.796296294
503,988,10/12/15,2015,Fall,AD,SIR,male,82,510,15.205,40.043,24.838,NA,NA,NA,NA,29.66418887,11.38888889
504,1188,9/20/15,2015,Fall,CM,SIR,male,72,470,105.318,42.216,-63.102,NA,NA,NA,127.681,-1.875317499,13.51851852
505,1189,9/20/15,2015,Fall,CM,SIR,male,53,440,NA,61.566,NA,NA,NA,NA,NA,-15.80037961,13.51851852
506,1192,9/20/15,2015,Fall,CM,SIR,male,88,521,53.639,32.352,-21.287,NA,NA,NA,NA,35.5878927,13.51851852
507,1196,10/12/15,2015,Fall,AD,SIR,male,48,430,15.957,39.205,23.248,NA,NA,NA,10.913,-21.57013279,11.38888889
508,1198,10/12/15,2015,Fall,AD,SIR,female,54,415,9.898,107.54,97.642,NA,NA,NA,NA,-41.64642897,11.38888889
509,848,4/13/15,2015,Spring,AD,SIR,male,39,427,80.941,140.846,59.905,37.93106012,28.40683695,-9.52422317,0.218,-16.95568853,8.14814815
510,1010,3/21/15,2015,Spring,AD,SIR,male,63,450,NA,NA,NA,NA,NA,NA,NA,-14.26087323,9.537037039
511,1013,3/21/15,2015,Spring,AD,SIR,male,48,440,NA,NA,NA,32.11168459,NA,NA,NA,-11.57013279,9.537037039
512,1015,3/22/15,2015,Spring,AD,SIR,male,72,465,NA,NA,NA,NA,NA,NA,NA,-6.875317499,10.09259259
513,1015,3/21/15,2015,Spring,AD,SIR,male,73,465,NA,NA,NA,NA,24.06,NA,NA,-7.721366862,9.537037039
514,1016,3/21/15,2015,Spring,AD,SIR,male,48,420,NA,NA,NA,NA,NA,NA,NA,-31.57013279,9.537037039
515,1016,3/22/15,2015,Spring,AD,SIR,male,48,420,NA,NA,NA,36.68,17.6,-19.08,NA,-31.57013279,10.09259259
516,1018,3/22/15,2015,Spring,AD,SIR,male,45,450,12.179,9.786,-2.393,14.40446861,31.91990969,17.51544108,NA,0.968015295,10.09259259
517,1019,3/22/15,2015,Spring,AD,SIR,male,48,420,34.455,42.154,7.699,NA,NA,NA,NA,-31.57013279,10.09259259
518,1021,3/22/15,2015,Spring,AD,SIR,male,39,393,82.103,82.103,0,NA,13.89306887,NA,NA,-50.95568853,10.09259259
519,1022,3/22/15,2015,Spring,AD,SIR,male,41,410,41.634,92.975,51.341,NA,33.262334,NA,44.044,-35.64778725,10.09259259
520,1025,3/22/15,2015,Spring,AD,SIR,male,48,440,NA,37.922,NA,NA,29.84130834,NA,NA,-11.57013279,10.09259259
521,1053,3/30/15,2015,Spring,CM,SIR,male,75,508,NA,85.936,NA,18.95236642,23.25008332,4.2977169,0.158,33.58653441,8.888888889
522,1054,3/30/15,2015,Spring,CM,SIR,male,72,498,6.65,14.219,7.569,40.96636755,24.17925906,-16.78710849,0.169,26.1246825,8.888888889
523,1055,3/30/15,2015,Spring,CM,SIR,male,55,479,132.063,28.895,-103.168,15.63084219,9.312447114,-6.318395076,24.972,21.50752167,8.888888889
524,1114,3/30/15,2015,Spring,CM,SIR,male,77,508,10.422,11.457,1.035,9.498282264,54.47038841,44.97210615,4.283,31.89443569,8.888888889
525,1129,3/31/15,2015,Spring,AD,SIR,female,36,305,NA,NA,NA,NA,NA,NA,NA,-136.4175404,11.75925926
526,1131,3/31/15,2015,Spring,AD,SIR,male,37,392,NA,NA,NA,NA,NA,NA,NA,-50.2635898,11.75925926
527,1133,3/31/15,2015,Spring,AD,SIR,male,42,415,NA,NA,NA,NA,NA,NA,NA,-31.49383662,11.75925926
528,1137,3/31/15,2015,Spring,AD,SIR,male,57,474,NA,NA,NA,NA,NA,NA,NA,14.81542294,11.75925926
529,1138,3/31/15,2015,Spring,AD,SIR,female,94,505,NA,NA,NA,NA,NA,NA,NA,14.51159652,11.75925926
530,1154,4/13/15,2015,Spring,AD,SIR,male,44,408,1.791,NA,NA,15.81667734,17.51789503,1.70121769,0.983,-40.18593534,8.14814815
531,807,3/20/16,2016,Spring,CM,SIR,male,75,492,NA,NA,NA,NA,NA,NA,NA,17.58653441,4.444444444
532,1092,3/12/16,2016,Spring,CM,SIR,male,84,495,NA,NA,NA,NA,NA,NA,NA,12.97209015,10.83333333
533,1114,3/20/16,2016,Spring,CM,SIR,male,84,530,NA,NA,NA,NA,NA,NA,NA,47.97209015,4.444444444
534,1159,3/12/16,2016,Spring,CM,SIR,male,88,525,NA,NA,NA,NA,NA,NA,NA,39.5878927,10.83333333
535,1162,3/12/16,2016,Spring,CM,SIR,male,87,512,NA,NA,NA,NA,NA,NA,NA,27.43394206,10.83333333
536,1163,3/12/16,2016,Spring,CM,SIR,male,77,515,NA,NA,NA,NA,NA,NA,NA,38.89443569,10.83333333
537,1165,3/12/16,2016,Spring,CM,SIR,male,82,525,NA,NA,NA,NA,NA,NA,NA,44.66418887,10.83333333
538,1166,3/12/16,2016,Spring,CM,SIR,male,72,475,NA,NA,NA,NA,NA,NA,NA,3.124682501,10.83333333
539,1169,3/12/16,2016,Spring,CM,SIR,male,81,495,NA,NA,NA,NA,NA,NA,NA,15.51023824,10.83333333
540,1171,3/20/16,2016,Spring,CM,SIR,male,57,468,NA,NA,NA,NA,NA,NA,NA,8.815422942,4.444444444
541,1172,3/20/16,2016,Spring,CM,SIR,male,69,467,NA,NA,NA,NA,NA,NA,NA,-2.337169411,4.444444444
542,1182,3/20/16,2016,Spring,CM,SIR,male,82,510,NA,NA,NA,NA,NA,NA,NA,29.66418887,4.444444444
543,1183,3/20/16,2016,Spring,CM,SIR,male,87,544,NA,NA,NA,NA,NA,NA,NA,59.43394206,4.444444444
544,1184,3/20/16,2016,Spring,CM,SIR,male,70,485,NA,NA,NA,NA,NA,NA,NA,14.81678123,4.444444444
545,1185,4/2/16,2016,Spring,AD,SIR,female,118,562,NA,NA,NA,NA,NA,NA,NA,51.20641182,6.388888889
546,1188,3/20/16,2016,Spring,CM,SIR,male,65,457,NA,NA,NA,NA,NA,NA,NA,-8.95297196,4.444444444
547,1191,4/2/16,2016,Spring,AD,SIR,male,49,469,NA,NA,NA,NA,NA,NA,NA,16.58381784,6.388888889
548,1193,4/2/16,2016,Spring,AD,SIR,male,54,452,NA,NA,NA,NA,NA,NA,NA,-4.64642897,6.388888889
549,1195,4/2/16,2016,Spring,AD,SIR,male,70,469,100.105,NA,NA,NA,NA,NA,NA,-1.183218774,6.388888889